equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date
EQ036280,Thresher,891,600,1200,per day,2025-09-17
EQ036281,Plough,589,300,800,per day,2025-09-17
EQ036282,Weeder,396,250,600,per day,2025-09-17
EQ036283,Power Tiller,672,500,1200,per day,2025-09-17
EQ036284,Harvester,3787,3000,6000,per day,2025-09-17
EQ036285,Thresher,829,600,1200,per day,2025-09-17
EQ036286,Plough,430,300,800,per day,2025-09-17
EQ036287,Seed Drill,625,400,900,per day,2025-09-17
EQ036288,Mulcher,1383,900,1600,per day,2025-09-17
EQ036289,Thresher,870,600,1200,per day,2025-09-17
EQ036290,Tractor,1997,1000,2000,per day,2025-09-17
EQ036291,Power Tiller,762,500,1200,per day,2025-09-17
EQ036292,Cultivator,483,400,900,per day,2025-09-17
EQ036293,Thresher,859,600,1200,per day,2025-09-17
EQ036294,Thresher,887,600,1200,per day,2025-09-17
EQ036295,Reaper,2072,1500,2500,per day,2025-09-17
EQ036296,Power Tiller,802,500,1200,per day,2025-09-17
EQ036297,Sprayer,338,200,500,per day,2025-09-17
EQ036298,Reaper,1914,1500,2500,per day,2025-09-17
EQ036299,Pumpset,526,300,800,per day,2025-09-17
EQ036300,Leveller,998,800,1500,per day,2025-09-17
EQ036301,Pumpset,586,300,800,per day,2025-09-17
EQ036302,Tractor,1802,1000,2000,per day,2025-09-17
EQ036303,Pumpset,441,300,800,per day,2025-09-17
EQ036304,Seed Drill,556,400,900,per day,2025-09-17
EQ036305,Pumpset,597,300,800,per day,2025-09-17
EQ036306,Reaper,2236,1500,2500,per day,2025-09-17
EQ036307,Mulcher,1148,900,1600,per day,2025-09-17
EQ036308,Tractor,1571,1000,2000,per day,2025-09-17
EQ036309,Mulcher,1071,900,1600,per day,2025-09-17
EQ036310,Harvester,4103,3000,6000,per day,2025-09-17
EQ036311,Plough,301,300,800,per day,2025-09-17
EQ036312,Reaper,1938,1500,2500,per day,2025-09-17
EQ036313,Baler,2445,2000,3500,per day,2025-09-17
EQ036314,Seed Drill,615,400,900,per day,2025-09-17
EQ036315,Cultivator,501,400,900,per day,2025-09-17
EQ036316,Leveller,1174,800,1500,per day,2025-09-17
EQ036317,Baler,2649,2000,3500,per day,2025-09-17
EQ036318,Tractor,1679,1000,2000,per day,2025-09-17
EQ036319,Cultivator,569,400,900,per day,2025-09-17
EQ036320,Baler,2671,2000,3500,per day,2025-09-17
EQ036321,Thresher,830,600,1200,per day,2025-09-17
EQ036322,Rotavator,670,400,1000,per day,2025-09-17
EQ036323,Sprayer,294,200,500,per day,2025-09-17
EQ036324,Baler,2067,2000,3500,per day,2025-09-17
EQ036325,Tractor,1854,1000,2000,per day,2025-09-17
EQ036326,Power Tiller,652,500,1200,per day,2025-09-17
EQ036327,Rotavator,666,400,1000,per day,2025-09-17
EQ036328,Rotavator,733,400,1000,per day,2025-09-17
EQ036329,Cultivator,593,400,900,per day,2025-09-17
EQ036330,Mulcher,1321,900,1600,per day,2025-09-17
EQ036331,Reaper,2024,1500,2500,per day,2025-09-17
EQ036332,Reaper,1901,1500,2500,per day,2025-09-17
EQ036333,Disc Harrow,720,500,1000,per day,2025-09-17
EQ036334,Leveller,963,800,1500,per day,2025-09-17
EQ036335,Disc Harrow,742,500,1000,per day,2025-09-17
EQ036336,Reaper,2051,1500,2500,per day,2025-09-17
EQ036337,Power Tiller,848,500,1200,per day,2025-09-17
EQ036338,Leveller,1013,800,1500,per day,2025-09-17
EQ036339,Thresher,985,600,1200,per day,2025-09-17
EQ036340,Rotavator,590,400,1000,per day,2025-09-17
EQ036341,Rotavator,635,400,1000,per day,2025-09-17
EQ036342,Weeder,292,250,600,per day,2025-09-17
EQ036343,Harvester,4675,3000,6000,per day,2025-09-17
EQ036344,Reaper,1758,1500,2500,per day,2025-09-17
EQ036345,Leveller,889,800,1500,per day,2025-09-17
EQ036346,Seed Drill,522,400,900,per day,2025-09-17
EQ036347,Leveller,1007,800,1500,per day,2025-09-17
EQ036348,Plough,481,300,800,per day,2025-09-17
EQ036349,Seed Drill,531,400,900,per day,2025-09-17
EQ036350,Weeder,301,250,600,per day,2025-09-17
EQ036351,Rotavator,645,400,1000,per day,2025-09-17
EQ036352,Weeder,457,250,600,per day,2025-09-17
EQ036353,Plough,538,300,800,per day,2025-09-17
EQ036354,Harvester,4811,3000,6000,per day,2025-09-17
EQ036355,Reaper,2131,1500,2500,per day,2025-09-17
EQ036356,Baler,2724,2000,3500,per day,2025-09-17
EQ036357,Baler,2514,2000,3500,per day,2025-09-17
EQ036358,Pumpset,537,300,800,per day,2025-09-17
EQ036359,Baler,2469,2000,3500,per day,2025-09-17
EQ036360,Power Tiller,896,500,1200,per day,2025-09-17
EQ036361,Plough,563,300,800,per day,2025-09-17
EQ036362,Mulcher,1290,900,1600,per day,2025-09-17
EQ036363,Pumpset,504,300,800,per day,2025-09-17
EQ036364,Seed Drill,669,400,900,per day,2025-09-17
EQ036365,Leveller,991,800,1500,per day,2025-09-17
EQ036366,Pumpset,485,300,800,per day,2025-09-17
EQ036367,Thresher,932,600,1200,per day,2025-09-17
EQ036368,Plough,474,300,800,per day,2025-09-17
EQ036369,Power Tiller,764,500,1200,per day,2025-09-17
EQ036370,Leveller,1063,800,1500,per day,2025-09-17
EQ036371,Weeder,312,250,600,per day,2025-09-17
EQ036372,Tractor,1861,1000,2000,per day,2025-09-17
EQ036373,Cultivator,664,400,900,per day,2025-09-17
EQ036374,Seed Drill,682,400,900,per day,2025-09-17
EQ036375,Leveller,1165,800,1500,per day,2025-09-17
EQ036376,Weeder,378,250,600,per day,2025-09-17
EQ036377,Thresher,814,600,1200,per day,2025-09-17
EQ036378,Leveller,999,800,1500,per day,2025-09-17
EQ036379,Tractor,1663,1000,2000,per day,2025-09-17
EQ036380,Power Tiller,914,500,1200,per day,2025-09-17
EQ036381,Tractor,1833,1000,2000,per day,2025-09-17
EQ036382,Sprayer,327,200,500,per day,2025-09-17
EQ036383,Power Tiller,830,500,1200,per day,2025-09-17
EQ036384,Seed Drill,705,400,900,per day,2025-09-17
EQ036385,Baler,2698,2000,3500,per day,2025-09-17
EQ036386,Leveller,936,800,1500,per day,2025-09-17
EQ036387,Disc Harrow,784,500,1000,per day,2025-09-17
EQ036388,Rotavator,738,400,1000,per day,2025-09-17
EQ036389,Pumpset,536,300,800,per day,2025-09-17
EQ036390,Power Tiller,913,500,1200,per day,2025-09-17
EQ036391,Cultivator,649,400,900,per day,2025-09-17
EQ036392,Baler,2885,2000,3500,per day,2025-09-17
EQ036393,Mulcher,1151,900,1600,per day,2025-09-17
EQ036394,Baler,2640,2000,3500,per day,2025-09-17
EQ036395,Rotavator,666,400,1000,per day,2025-09-17
EQ036396,Tractor,1668,1000,2000,per day,2025-09-17
EQ036397,Pumpset,436,300,800,per day,2025-09-17
EQ036398,Tractor,1667,1000,2000,per day,2025-09-17
EQ036399,Sprayer,352,200,500,per day,2025-09-17
EQ036400,Disc Harrow,684,500,1000,per day,2025-09-17
EQ036401,Leveller,817,800,1500,per day,2025-09-17
EQ036402,Mulcher,1073,900,1600,per day,2025-09-17
EQ036403,Weeder,279,250,600,per day,2025-09-17
EQ036404,Seed Drill,644,400,900,per day,2025-09-17
EQ036405,Cultivator,522,400,900,per day,2025-09-17
EQ036406,Plough,487,300,800,per day,2025-09-17
EQ036407,Power Tiller,602,500,1200,per day,2025-09-17
EQ036408,Power Tiller,734,500,1200,per day,2025-09-17
EQ036409,Pumpset,614,300,800,per day,2025-09-17
EQ036410,Leveller,1042,800,1500,per day,2025-09-17
EQ036411,Cultivator,498,400,900,per day,2025-09-17
EQ036412,Mulcher,1201,900,1600,per day,2025-09-17
EQ036413,Leveller,1076,800,1500,per day,2025-09-17
EQ036414,Thresher,897,600,1200,per day,2025-09-17
EQ036415,Leveller,1163,800,1500,per day,2025-09-17
EQ036416,Baler,2978,2000,3500,per day,2025-09-17
EQ036417,Baler,2191,2000,3500,per day,2025-09-17
EQ036418,Mulcher,1015,900,1600,per day,2025-09-17
EQ036419,Reaper,2250,1500,2500,per day,2025-09-17
EQ036420,Rotavator,592,400,1000,per day,2025-09-17
EQ036421,Baler,2522,2000,3500,per day,2025-09-17
EQ036422,Harvester,4163,3000,6000,per day,2025-09-17
EQ036423,Power Tiller,861,500,1200,per day,2025-09-17
EQ036424,Mulcher,1150,900,1600,per day,2025-09-17
EQ036425,Seed Drill,735,400,900,per day,2025-09-17
EQ036426,Disc Harrow,694,500,1000,per day,2025-09-17
EQ036427,Pumpset,511,300,800,per day,2025-09-17
EQ036428,Pumpset,493,300,800,per day,2025-09-17
EQ036429,Tractor,1632,1000,2000,per day,2025-09-17
EQ036430,Rotavator,528,400,1000,per day,2025-09-17
EQ036431,Thresher,1056,600,1200,per day,2025-09-17
EQ036432,Power Tiller,912,500,1200,per day,2025-09-17
EQ036433,Weeder,423,250,600,per day,2025-09-17
EQ036434,Sprayer,336,200,500,per day,2025-09-17
EQ036435,Thresher,1118,600,1200,per day,2025-09-17
EQ036436,Disc Harrow,721,500,1000,per day,2025-09-17
EQ036437,Reaper,2059,1500,2500,per day,2025-09-17
EQ036438,Weeder,387,250,600,per day,2025-09-17
EQ036439,Mulcher,1231,900,1600,per day,2025-09-17
EQ036440,Seed Drill,673,400,900,per day,2025-09-17
EQ036441,Baler,2521,2000,3500,per day,2025-09-17
EQ036442,Seed Drill,619,400,900,per day,2025-09-17
EQ036443,Thresher,1005,600,1200,per day,2025-09-17
EQ036444,Mulcher,1159,900,1600,per day,2025-09-17
EQ036445,Rotavator,763,400,1000,per day,2025-09-17
EQ036446,Mulcher,906,900,1600,per day,2025-09-17
EQ036447,Tractor,1703,1000,2000,per day,2025-09-17
EQ036448,Thresher,868,600,1200,per day,2025-09-17
EQ036449,Weeder,415,250,600,per day,2025-09-17
EQ036450,Thresher,764,600,1200,per day,2025-09-17
EQ036451,Weeder,356,250,600,per day,2025-09-17
EQ036452,Rotavator,686,400,1000,per day,2025-09-17
EQ036453,Disc Harrow,648,500,1000,per day,2025-09-17
EQ036454,Rotavator,664,400,1000,per day,2025-09-17
EQ036455,Baler,2268,2000,3500,per day,2025-09-17
EQ036456,Mulcher,1267,900,1600,per day,2025-09-17
EQ036457,Rotavator,734,400,1000,per day,2025-09-17
EQ036458,Harvester,4426,3000,6000,per day,2025-09-17
EQ036459,Baler,2076,2000,3500,per day,2025-09-17
EQ036460,Pumpset,574,300,800,per day,2025-09-17
EQ036461,Tractor,1605,1000,2000,per day,2025-09-17
EQ036462,Disc Harrow,730,500,1000,per day,2025-09-17
EQ036463,Sprayer,290,200,500,per day,2025-09-17
EQ036464,Seed Drill,629,400,900,per day,2025-09-17
EQ036465,Rotavator,739,400,1000,per day,2025-09-17
EQ036466,Cultivator,717,400,900,per day,2025-09-17
EQ036467,Sprayer,306,200,500,per day,2025-09-17
EQ036468,Power Tiller,830,500,1200,per day,2025-09-17
EQ036469,Sprayer,294,200,500,per day,2025-09-17
EQ036470,Tractor,1588,1000,2000,per day,2025-09-17
EQ036471,Plough,362,300,800,per day,2025-09-17
EQ036472,Thresher,985,600,1200,per day,2025-09-17
EQ036473,Power Tiller,859,500,1200,per day,2025-09-17
EQ036474,Power Tiller,544,500,1200,per day,2025-09-17
EQ036475,Power Tiller,853,500,1200,per day,2025-09-17
EQ036476,Leveller,1159,800,1500,per day,2025-09-17
EQ036477,Thresher,950,600,1200,per day,2025-09-17
EQ036478,Harvester,4245,3000,6000,per day,2025-09-17
EQ036479,Plough,300,300,800,per day,2025-09-17
EQ036480,Harvester,4185,3000,6000,per day,2025-09-17
EQ036481,Power Tiller,701,500,1200,per day,2025-09-17
EQ036482,Harvester,4384,3000,6000,per day,2025-09-17
EQ036483,Power Tiller,826,500,1200,per day,2025-09-17
EQ036484,Weeder,556,250,600,per day,2025-09-17
EQ036485,Seed Drill,610,400,900,per day,2025-09-17
EQ036486,Thresher,932,600,1200,per day,2025-09-17
EQ036487,Power Tiller,883,500,1200,per day,2025-09-17
EQ036488,Pumpset,638,300,800,per day,2025-09-17
EQ036489,Disc Harrow,950,500,1000,per day,2025-09-17
EQ036490,Pumpset,520,300,800,per day,2025-09-17
EQ036491,Seed Drill,613,400,900,per day,2025-09-17
EQ036492,Leveller,904,800,1500,per day,2025-09-17
EQ036493,Pumpset,448,300,800,per day,2025-09-17
EQ036494,Mulcher,1005,900,1600,per day,2025-09-17
EQ036495,Sprayer,291,200,500,per day,2025-09-17
EQ036496,Baler,2517,2000,3500,per day,2025-09-17
EQ036497,Pumpset,488,300,800,per day,2025-09-17
EQ036498,Weeder,456,250,600,per day,2025-09-17
EQ036499,Pumpset,464,300,800,per day,2025-09-17
EQ036500,Reaper,2048,1500,2500,per day,2025-09-17
EQ036501,Leveller,1026,800,1500,per day,2025-09-17
EQ036502,Plough,497,300,800,per day,2025-09-17
EQ036503,Leveller,1222,800,1500,per day,2025-09-17
EQ036504,Cultivator,749,400,900,per day,2025-09-17
EQ036505,Leveller,926,800,1500,per day,2025-09-17
EQ036506,Sprayer,305,200,500,per day,2025-09-17
EQ036507,Weeder,349,250,600,per day,2025-09-17
EQ036508,Rotavator,710,400,1000,per day,2025-09-17
EQ036509,Reaper,2178,1500,2500,per day,2025-09-17
EQ036510,Harvester,5071,3000,6000,per day,2025-09-17
EQ036511,Pumpset,479,300,800,per day,2025-09-17
EQ036512,Seed Drill,663,400,900,per day,2025-09-17
EQ036513,Pumpset,694,300,800,per day,2025-09-17
EQ036514,Plough,554,300,800,per day,2025-09-17
EQ036515,Mulcher,1186,900,1600,per day,2025-09-17
EQ036516,Baler,2122,2000,3500,per day,2025-09-17
EQ036517,Baler,2566,2000,3500,per day,2025-09-17
EQ036518,Leveller,948,800,1500,per day,2025-09-17
EQ036519,Harvester,4105,3000,6000,per day,2025-09-17
EQ036520,Power Tiller,735,500,1200,per day,2025-09-17
EQ036521,Reaper,2081,1500,2500,per day,2025-09-17
EQ036522,Plough,538,300,800,per day,2025-09-17
EQ036523,Disc Harrow,729,500,1000,per day,2025-09-17
EQ036524,Plough,498,300,800,per day,2025-09-17
EQ036525,Power Tiller,811,500,1200,per day,2025-09-17
EQ036526,Tractor,1866,1000,2000,per day,2025-09-17
EQ036527,Leveller,1093,800,1500,per day,2025-09-17
EQ036528,Tractor,1681,1000,2000,per day,2025-09-17
EQ036529,Harvester,4588,3000,6000,per day,2025-09-17
EQ036530,Tractor,1721,1000,2000,per day,2025-09-17
EQ036531,Power Tiller,693,500,1200,per day,2025-09-17
EQ036532,Sprayer,310,200,500,per day,2025-09-17
EQ036533,Seed Drill,651,400,900,per day,2025-09-17
EQ036534,Rotavator,830,400,1000,per day,2025-09-17
EQ036535,Thresher,846,600,1200,per day,2025-09-17
EQ036536,Disc Harrow,606,500,1000,per day,2025-09-17
EQ036537,Seed Drill,658,400,900,per day,2025-09-17
EQ036538,Seed Drill,687,400,900,per day,2025-09-17
EQ036539,Plough,490,300,800,per day,2025-09-17
EQ036540,Weeder,343,250,600,per day,2025-09-17
EQ036541,Thresher,820,600,1200,per day,2025-09-17
EQ036542,Leveller,1034,800,1500,per day,2025-09-17
EQ036543,Sprayer,324,200,500,per day,2025-09-17
EQ036544,Seed Drill,730,400,900,per day,2025-09-17
EQ036545,Power Tiller,634,500,1200,per day,2025-09-17
EQ036546,Sprayer,318,200,500,per day,2025-09-17
EQ036547,Mulcher,1461,900,1600,per day,2025-09-17
EQ036548,Plough,576,300,800,per day,2025-09-17
EQ036549,Harvester,3000,3000,6000,per day,2025-09-17
EQ036550,Leveller,914,800,1500,per day,2025-09-17
EQ036551,Cultivator,472,400,900,per day,2025-09-17
EQ036552,Leveller,889,800,1500,per day,2025-09-17
EQ036553,Baler,2506,2000,3500,per day,2025-09-17
EQ036554,Cultivator,760,400,900,per day,2025-09-17
EQ036555,Baler,2725,2000,3500,per day,2025-09-17
EQ036556,Tractor,1652,1000,2000,per day,2025-09-17
EQ036557,Baler,2682,2000,3500,per day,2025-09-17
EQ036558,Weeder,521,250,600,per day,2025-09-17
EQ036559,Reaper,2128,1500,2500,per day,2025-09-17
EQ036560,Pumpset,464,300,800,per day,2025-09-17
EQ036561,Seed Drill,709,400,900,per day,2025-09-17
EQ036562,Sprayer,282,200,500,per day,2025-09-17
EQ036563,Cultivator,513,400,900,per day,2025-09-17
EQ036564,Weeder,368,250,600,per day,2025-09-17
EQ036565,Weeder,417,250,600,per day,2025-09-17
EQ036566,Weeder,311,250,600,per day,2025-09-17
EQ036567,Harvester,4898,3000,6000,per day,2025-09-17
EQ036568,Disc Harrow,757,500,1000,per day,2025-09-17
EQ036569,Cultivator,686,400,900,per day,2025-09-17
EQ036570,Thresher,849,600,1200,per day,2025-09-17
EQ036571,Baler,2683,2000,3500,per day,2025-09-17
EQ036572,Disc Harrow,750,500,1000,per day,2025-09-17
EQ036573,Seed Drill,714,400,900,per day,2025-09-17
EQ036574,Disc Harrow,614,500,1000,per day,2025-09-17
EQ036575,Disc Harrow,827,500,1000,per day,2025-09-17
EQ036576,Mulcher,1072,900,1600,per day,2025-09-17
EQ036577,Power Tiller,944,500,1200,per day,2025-09-17
EQ036578,Weeder,418,250,600,per day,2025-09-17
EQ036579,Pumpset,598,300,800,per day,2025-09-17
EQ036580,Mulcher,1349,900,1600,per day,2025-09-17
EQ036581,Cultivator,551,400,900,per day,2025-09-17
EQ036582,Harvester,4516,3000,6000,per day,2025-09-17
EQ036583,Power Tiller,682,500,1200,per day,2025-09-17
EQ036584,Tractor,1916,1000,2000,per day,2025-09-17
EQ036585,Harvester,4741,3000,6000,per day,2025-09-17
EQ036586,Weeder,465,250,600,per day,2025-09-17
EQ036587,Harvester,4428,3000,6000,per day,2025-09-17
EQ036588,Mulcher,1094,900,1600,per day,2025-09-17
EQ036589,Cultivator,496,400,900,per day,2025-09-17
EQ036590,Rotavator,662,400,1000,per day,2025-09-17
EQ036591,Seed Drill,716,400,900,per day,2025-09-17
EQ036592,Disc Harrow,737,500,1000,per day,2025-09-17
EQ036593,Thresher,953,600,1200,per day,2025-09-17
EQ036594,Disc Harrow,566,500,1000,per day,2025-09-17
EQ036595,Leveller,811,800,1500,per day,2025-09-17
EQ036596,Reaper,1792,1500,2500,per day,2025-09-17
EQ036597,Tractor,1966,1000,2000,per day,2025-09-17
EQ036598,Mulcher,1226,900,1600,per day,2025-09-17
EQ036599,Baler,2736,2000,3500,per day,2025-09-17
EQ036600,Seed Drill,665,400,900,per day,2025-09-17
EQ036601,Mulcher,1357,900,1600,per day,2025-09-17
EQ036602,Harvester,4183,3000,6000,per day,2025-09-17
EQ036603,Power Tiller,777,500,1200,per day,2025-09-17
EQ036604,Baler,2764,2000,3500,per day,2025-09-17
EQ036605,Cultivator,526,400,900,per day,2025-09-17
EQ036606,Pumpset,624,300,800,per day,2025-09-17
EQ036607,Disc Harrow,639,500,1000,per day,2025-09-17
EQ036608,Disc Harrow,727,500,1000,per day,2025-09-17
EQ036609,Sprayer,288,200,500,per day,2025-09-17
EQ036610,Seed Drill,679,400,900,per day,2025-09-17
EQ036611,Leveller,920,800,1500,per day,2025-09-17
EQ036612,Reaper,2180,1500,2500,per day,2025-09-17
EQ036613,Thresher,1033,600,1200,per day,2025-09-17
EQ036614,Pumpset,607,300,800,per day,2025-09-17
EQ036615,Thresher,1104,600,1200,per day,2025-09-17
EQ036616,Sprayer,324,200,500,per day,2025-09-17
EQ036617,Rotavator,727,400,1000,per day,2025-09-17
EQ036618,Pumpset,601,300,800,per day,2025-09-17
EQ036619,Baler,2357,2000,3500,per day,2025-09-17
EQ036620,Thresher,823,600,1200,per day,2025-09-17
EQ036621,Cultivator,708,400,900,per day,2025-09-17
EQ036622,Power Tiller,830,500,1200,per day,2025-09-17
EQ036623,Baler,2604,2000,3500,per day,2025-09-17
EQ036624,Reaper,1920,1500,2500,per day,2025-09-17
EQ036625,Harvester,4260,3000,6000,per day,2025-09-17
EQ036626,Disc Harrow,588,500,1000,per day,2025-09-17
EQ036627,Tractor,2000,1000,2000,per day,2025-09-17
EQ036628,Harvester,4257,3000,6000,per day,2025-09-17
EQ036629,Sprayer,337,200,500,per day,2025-09-17
EQ036630,Tractor,1720,1000,2000,per day,2025-09-17
EQ036631,Pumpset,443,300,800,per day,2025-09-17
EQ036632,Disc Harrow,515,500,1000,per day,2025-09-17
EQ036633,Leveller,1122,800,1500,per day,2025-09-17
EQ036634,Plough,583,300,800,per day,2025-09-17
EQ036635,Tractor,1838,1000,2000,per day,2025-09-17
EQ036636,Cultivator,770,400,900,per day,2025-09-17
EQ036637,Harvester,4389,3000,6000,per day,2025-09-17
EQ036638,Thresher,916,600,1200,per day,2025-09-17
EQ036639,Cultivator,544,400,900,per day,2025-09-17
EQ036640,Seed Drill,891,400,900,per day,2025-09-17
EQ036641,Pumpset,524,300,800,per day,2025-09-17
EQ036642,Cultivator,589,400,900,per day,2025-09-17
EQ036643,Cultivator,616,400,900,per day,2025-09-17
EQ036644,Leveller,997,800,1500,per day,2025-09-17
EQ036645,Baler,2326,2000,3500,per day,2025-09-17
EQ036646,Thresher,985,600,1200,per day,2025-09-17
EQ036647,Baler,2167,2000,3500,per day,2025-09-17
EQ036648,Tractor,1655,1000,2000,per day,2025-09-17
EQ036649,Thresher,932,600,1200,per day,2025-09-17
EQ036650,Pumpset,603,300,800,per day,2025-09-17
EQ036651,Disc Harrow,731,500,1000,per day,2025-09-17
EQ036652,Reaper,2002,1500,2500,per day,2025-09-17
EQ036653,Sprayer,215,200,500,per day,2025-09-17
EQ036654,Plough,451,300,800,per day,2025-09-17
EQ036655,Baler,2897,2000,3500,per day,2025-09-17
EQ036656,Power Tiller,528,500,1200,per day,2025-09-17
EQ036657,Baler,2877,2000,3500,per day,2025-09-17
EQ036658,Reaper,1985,1500,2500,per day,2025-09-17
EQ036659,Tractor,1779,1000,2000,per day,2025-09-17
EQ036660,Weeder,403,250,600,per day,2025-09-17
EQ036661,Mulcher,1278,900,1600,per day,2025-09-17
EQ036662,Leveller,1085,800,1500,per day,2025-09-17
EQ036663,Weeder,378,250,600,per day,2025-09-17
EQ036664,Sprayer,312,200,500,per day,2025-09-17
EQ036665,Plough,434,300,800,per day,2025-09-17
EQ036666,Thresher,966,600,1200,per day,2025-09-17
EQ036667,Pumpset,523,300,800,per day,2025-09-17
EQ036668,Thresher,964,600,1200,per day,2025-09-17
EQ036669,Reaper,1955,1500,2500,per day,2025-09-17
EQ036670,Sprayer,333,200,500,per day,2025-09-17
EQ036671,Thresher,802,600,1200,per day,2025-09-17
EQ036672,Baler,2146,2000,3500,per day,2025-09-17
EQ036673,Reaper,1816,1500,2500,per day,2025-09-17
EQ036674,Tractor,1651,1000,2000,per day,2025-09-17
EQ036675,Tractor,1811,1000,2000,per day,2025-09-17
EQ036676,Cultivator,483,400,900,per day,2025-09-17
EQ036677,Reaper,2087,1500,2500,per day,2025-09-17
EQ036678,Disc Harrow,763,500,1000,per day,2025-09-17
EQ036679,Tractor,1735,1000,2000,per day,2025-09-17
EQ036680,Tractor,1955,1000,2000,per day,2025-09-17
EQ036681,Reaper,2186,1500,2500,per day,2025-09-17
EQ036682,Mulcher,1101,900,1600,per day,2025-09-17
EQ036683,Baler,2506,2000,3500,per day,2025-09-17
EQ036684,Harvester,3814,3000,6000,per day,2025-09-17
EQ036685,Thresher,1113,600,1200,per day,2025-09-17
EQ036686,Power Tiller,844,500,1200,per day,2025-09-17
EQ036687,Sprayer,280,200,500,per day,2025-09-17
EQ036688,Rotavator,704,400,1000,per day,2025-09-17
EQ036689,Rotavator,681,400,1000,per day,2025-09-17
EQ036690,Disc Harrow,671,500,1000,per day,2025-09-17
EQ036691,Disc Harrow,632,500,1000,per day,2025-09-17
EQ036692,Thresher,893,600,1200,per day,2025-09-17
EQ036693,Baler,2680,2000,3500,per day,2025-09-17
EQ036694,Power Tiller,500,500,1200,per day,2025-09-17
EQ036695,Power Tiller,795,500,1200,per day,2025-09-17
EQ036696,Seed Drill,847,400,900,per day,2025-09-17
EQ036697,Seed Drill,685,400,900,per day,2025-09-17
EQ036698,Plough,568,300,800,per day,2025-09-17
EQ036699,Baler,2425,2000,3500,per day,2025-09-17
EQ036700,Sprayer,290,200,500,per day,2025-09-17
EQ036701,Disc Harrow,689,500,1000,per day,2025-09-17
EQ036702,Sprayer,355,200,500,per day,2025-09-17
EQ036703,Tractor,1941,1000,2000,per day,2025-09-17
EQ036704,Weeder,431,250,600,per day,2025-09-17
EQ036705,Rotavator,680,400,1000,per day,2025-09-17
EQ036706,Sprayer,231,200,500,per day,2025-09-17
EQ036707,Sprayer,322,200,500,per day,2025-09-17
EQ036708,Weeder,318,250,600,per day,2025-09-17
EQ036709,Cultivator,582,400,900,per day,2025-09-17
EQ036710,Sprayer,369,200,500,per day,2025-09-17
EQ036711,Harvester,4658,3000,6000,per day,2025-09-17
EQ036712,Power Tiller,911,500,1200,per day,2025-09-17
EQ036713,Leveller,1024,800,1500,per day,2025-09-17
EQ036714,Plough,697,300,800,per day,2025-09-17
EQ036715,Baler,2628,2000,3500,per day,2025-09-17
EQ036716,Sprayer,277,200,500,per day,2025-09-17
EQ036717,Seed Drill,522,400,900,per day,2025-09-17
EQ036718,Tractor,1889,1000,2000,per day,2025-09-17
EQ036719,Harvester,4385,3000,6000,per day,2025-09-17
EQ036720,Seed Drill,730,400,900,per day,2025-09-17
EQ036721,Disc Harrow,591,500,1000,per day,2025-09-17
EQ036722,Pumpset,605,300,800,per day,2025-09-17
EQ036723,Thresher,975,600,1200,per day,2025-09-17
EQ036724,Weeder,388,250,600,per day,2025-09-17
EQ036725,Rotavator,806,400,1000,per day,2025-09-17
EQ036726,Mulcher,1291,900,1600,per day,2025-09-17
EQ036727,Harvester,4847,3000,6000,per day,2025-09-17
EQ036728,Reaper,1870,1500,2500,per day,2025-09-17
EQ036729,Baler,2000,2000,3500,per day,2025-09-17
EQ036730,Weeder,507,250,600,per day,2025-09-17
EQ036731,Weeder,419,250,600,per day,2025-09-17
EQ036732,Sprayer,357,200,500,per day,2025-09-17
EQ036733,Tractor,1985,1000,2000,per day,2025-09-17
EQ036734,Sprayer,390,200,500,per day,2025-09-17
EQ036735,Thresher,1076,600,1200,per day,2025-09-17
EQ036736,Power Tiller,588,500,1200,per day,2025-09-17
EQ036737,Tractor,1657,1000,2000,per day,2025-09-17
EQ036738,Sprayer,386,200,500,per day,2025-09-17
EQ036739,Baler,2428,2000,3500,per day,2025-09-17
EQ036740,Sprayer,358,200,500,per day,2025-09-17
EQ036741,Harvester,4608,3000,6000,per day,2025-09-17
EQ036742,Leveller,960,800,1500,per day,2025-09-17
EQ036743,Weeder,361,250,600,per day,2025-09-17
EQ036744,Sprayer,333,200,500,per day,2025-09-17
EQ036745,Cultivator,645,400,900,per day,2025-09-17
EQ036746,Tractor,1797,1000,2000,per day,2025-09-17
EQ036747,Rotavator,935,400,1000,per day,2025-09-17
EQ036748,Weeder,362,250,600,per day,2025-09-17
EQ036749,Disc Harrow,595,500,1000,per day,2025-09-17
EQ036750,Disc Harrow,613,500,1000,per day,2025-09-17
EQ036751,Disc Harrow,660,500,1000,per day,2025-09-17
EQ036752,Harvester,3918,3000,6000,per day,2025-09-17
EQ036753,Reaper,2095,1500,2500,per day,2025-09-17
EQ036754,Harvester,4545,3000,6000,per day,2025-09-17
EQ036755,Disc Harrow,765,500,1000,per day,2025-09-17
EQ036756,Disc Harrow,693,500,1000,per day,2025-09-17
EQ036757,Pumpset,560,300,800,per day,2025-09-17
EQ036758,Reaper,2050,1500,2500,per day,2025-09-17
EQ036759,Leveller,909,800,1500,per day,2025-09-17
EQ036760,Disc Harrow,630,500,1000,per day,2025-09-17
EQ036761,Sprayer,257,200,500,per day,2025-09-17
