equipment_id,equipment_type,rental_price_per_day,min_rental_price,max_rental_price,unit,snapshot_date,Condition,Adjusted_Rental_Price
EQ047688,Cultivator,649,400,900,per day,2025-09-17,Good,649.0
EQ047689,Seed Drill,742,400,900,per day,2025-09-17,Good,742.0
EQ047690,Rotavator,648,400,1000,per day,2025-09-17,Good,648.0
EQ047691,Mulcher,1313,900,1600,per day,2025-09-17,Needs Repair,919.1
EQ047692,Power Tiller,923,500,1200,per day,2025-09-17,Needs Repair,646.1
EQ047693,Mulcher,1308,900,1600,per day,2025-09-17,Good,1308.0
EQ047694,Pumpset,454,300,800,per day,2025-09-17,Needs Repair,317.8
EQ047695,Cultivator,509,400,900,per day,2025-09-17,Good,509.0
EQ047696,Leveller,1115,800,1500,per day,2025-09-17,Good,1115.0
EQ047697,Disc Harrow,875,500,1000,per day,2025-09-17,Good,875.0
EQ047698,Seed Drill,782,400,900,per day,2025-09-17,Good,782.0
EQ047699,Sprayer,269,200,500,per day,2025-09-17,Needs Repair,188.3
EQ047700,Pumpset,407,300,800,per day,2025-09-17,Good,407.0
EQ047701,Pumpset,514,300,800,per day,2025-09-17,Needs Repair,359.8
EQ047702,Tractor,1900,1000,2000,per day,2025-09-17,Needs Repair,1330.0
EQ047703,Sprayer,322,200,500,per day,2025-09-17,Good,322.0
EQ047704,Harvester,4901,3000,6000,per day,2025-09-17,Good,4901.0
EQ047705,Seed Drill,561,400,900,per day,2025-09-17,Needs Repair,392.7
EQ047706,Tractor,1609,1000,2000,per day,2025-09-17,Good,1609.0
EQ047707,Thresher,933,600,1200,per day,2025-09-17,Needs Repair,653.1
EQ047708,Seed Drill,603,400,900,per day,2025-09-17,Good,603.0
EQ047709,Disc Harrow,816,500,1000,per day,2025-09-17,Needs Repair,571.2
EQ047710,Baler,2176,2000,3500,per day,2025-09-17,Needs Repair,1523.2
EQ047711,Rotavator,661,400,1000,per day,2025-09-17,Needs Repair,462.7
EQ047712,Disc Harrow,558,500,1000,per day,2025-09-17,Good,558.0
EQ047713,Thresher,881,600,1200,per day,2025-09-17,Good,881.0
EQ047714,Thresher,974,600,1200,per day,2025-09-17,Good,974.0
EQ047715,Pumpset,636,300,800,per day,2025-09-17,Good,636.0
EQ047716,Harvester,3145,3000,6000,per day,2025-09-17,Good,3145.0
EQ047717,Harvester,4700,3000,6000,per day,2025-09-17,Needs Repair,3290.0
EQ047718,Leveller,1119,800,1500,per day,2025-09-17,Good,1119.0
EQ047719,Baler,2757,2000,3500,per day,2025-09-17,Good,2757.0
EQ047720,Weeder,393,250,600,per day,2025-09-17,Needs Repair,275.1
EQ047721,Pumpset,310,300,800,per day,2025-09-17,Needs Repair,217.0
EQ047722,Plough,443,300,800,per day,2025-09-17,Needs Repair,310.1
EQ047723,Baler,2585,2000,3500,per day,2025-09-17,Needs Repair,1809.5
EQ047724,Plough,505,300,800,per day,2025-09-17,Needs Repair,353.5
EQ047725,Reaper,1958,1500,2500,per day,2025-09-17,Good,1958.0
EQ047726,Tractor,1666,1000,2000,per day,2025-09-17,Needs Repair,1166.2
EQ047727,Baler,2838,2000,3500,per day,2025-09-17,Good,2838.0
EQ047728,Thresher,777,600,1200,per day,2025-09-17,Good,777.0
EQ047729,Reaper,2010,1500,2500,per day,2025-09-17,Needs Repair,1407.0
EQ047730,Disc Harrow,897,500,1000,per day,2025-09-17,Good,897.0
EQ047731,Pumpset,504,300,800,per day,2025-09-17,Good,504.0
EQ047732,Seed Drill,570,400,900,per day,2025-09-17,Good,570.0
EQ047733,Pumpset,482,300,800,per day,2025-09-17,Good,482.0
EQ047734,Plough,621,300,800,per day,2025-09-17,Good,621.0
EQ047735,Mulcher,1349,900,1600,per day,2025-09-17,Needs Repair,944.3
EQ047736,Harvester,5604,3000,6000,per day,2025-09-17,Good,5604.0
EQ047737,Pumpset,583,300,800,per day,2025-09-17,Needs Repair,408.1
EQ047738,Sprayer,284,200,500,per day,2025-09-17,Good,284.0
EQ047739,Reaper,1862,1500,2500,per day,2025-09-17,Good,1862.0
EQ047740,Baler,2180,2000,3500,per day,2025-09-17,Needs Repair,1526.0
EQ047741,Cultivator,566,400,900,per day,2025-09-17,Good,566.0
EQ047742,Tractor,1707,1000,2000,per day,2025-09-17,Good,1707.0
EQ047743,Thresher,910,600,1200,per day,2025-09-17,Good,910.0
EQ047744,Tractor,1763,1000,2000,per day,2025-09-17,Good,1763.0
EQ047745,Mulcher,1225,900,1600,per day,2025-09-17,Good,1225.0
EQ047746,Cultivator,562,400,900,per day,2025-09-17,Good,562.0
EQ047747,Mulcher,1217,900,1600,per day,2025-09-17,Good,1217.0
EQ047748,Plough,436,300,800,per day,2025-09-17,Good,436.0
EQ047749,Pumpset,483,300,800,per day,2025-09-17,Needs Repair,338.1
EQ047750,Baler,2435,2000,3500,per day,2025-09-17,Good,2435.0
EQ047751,Power Tiller,856,500,1200,per day,2025-09-17,Needs Repair,599.2
EQ047752,Weeder,474,250,600,per day,2025-09-17,Good,474.0
EQ047753,Thresher,863,600,1200,per day,2025-09-17,Needs Repair,604.1
EQ047754,Harvester,3752,3000,6000,per day,2025-09-17,Good,3752.0
EQ047755,Tractor,1622,1000,2000,per day,2025-09-17,Good,1622.0
EQ047756,Baler,2287,2000,3500,per day,2025-09-17,Good,2287.0
EQ047757,Rotavator,492,400,1000,per day,2025-09-17,Good,492.0
EQ047758,Thresher,788,600,1200,per day,2025-09-17,Needs Repair,551.6
EQ047759,Weeder,338,250,600,per day,2025-09-17,Good,338.0
EQ047760,Plough,505,300,800,per day,2025-09-17,Good,505.0
EQ047761,Disc Harrow,683,500,1000,per day,2025-09-17,Needs Repair,478.1
EQ047762,Rotavator,667,400,1000,per day,2025-09-17,Good,667.0
EQ047763,Harvester,4596,3000,6000,per day,2025-09-17,Good,4596.0
EQ047764,Baler,2449,2000,3500,per day,2025-09-17,Good,2449.0
EQ047765,Rotavator,552,400,1000,per day,2025-09-17,Good,552.0
EQ047766,Sprayer,301,200,500,per day,2025-09-17,Good,301.0
EQ047767,Tractor,1910,1000,2000,per day,2025-09-17,Needs Repair,1337.0
EQ047768,Seed Drill,615,400,900,per day,2025-09-17,Good,615.0
EQ047769,Plough,555,300,800,per day,2025-09-17,Good,555.0
EQ047770,Seed Drill,619,400,900,per day,2025-09-17,Needs Repair,433.3
EQ047771,Plough,500,300,800,per day,2025-09-17,Needs Repair,350.0
EQ047772,Sprayer,359,200,500,per day,2025-09-17,Good,359.0
EQ047773,Weeder,387,250,600,per day,2025-09-17,Good,387.0
EQ047774,Pumpset,542,300,800,per day,2025-09-17,Good,542.0
EQ047775,Plough,600,300,800,per day,2025-09-17,Needs Repair,420.0
EQ047776,Weeder,428,250,600,per day,2025-09-17,Needs Repair,299.6
EQ047777,Harvester,5084,3000,6000,per day,2025-09-17,Good,5084.0
EQ047778,Plough,416,300,800,per day,2025-09-17,Needs Repair,291.2
EQ047779,Plough,422,300,800,per day,2025-09-17,Good,422.0
EQ047780,Tractor,1751,1000,2000,per day,2025-09-17,Needs Repair,1225.7
EQ047781,Mulcher,1147,900,1600,per day,2025-09-17,Needs Repair,802.9
EQ047782,Disc Harrow,634,500,1000,per day,2025-09-17,Needs Repair,443.8
EQ047783,Cultivator,532,400,900,per day,2025-09-17,Needs Repair,372.4
EQ047784,Weeder,444,250,600,per day,2025-09-17,Good,444.0
EQ047785,Tractor,1835,1000,2000,per day,2025-09-17,Good,1835.0
EQ047786,Mulcher,1287,900,1600,per day,2025-09-17,Good,1287.0
EQ047787,Leveller,869,800,1500,per day,2025-09-17,Needs Repair,608.3
EQ047788,Mulcher,1303,900,1600,per day,2025-09-17,Needs Repair,912.1
EQ047789,Reaper,2187,1500,2500,per day,2025-09-17,Good,2187.0
EQ047790,Weeder,395,250,600,per day,2025-09-17,Good,395.0
EQ047791,Disc Harrow,752,500,1000,per day,2025-09-17,Good,752.0
EQ047792,Seed Drill,604,400,900,per day,2025-09-17,Good,604.0
EQ047793,Harvester,4317,3000,6000,per day,2025-09-17,Good,4317.0
EQ047794,Pumpset,397,300,800,per day,2025-09-17,Needs Repair,277.9
EQ047795,Plough,656,300,800,per day,2025-09-17,Good,656.0
EQ047796,Sprayer,359,200,500,per day,2025-09-17,Good,359.0
EQ047797,Tractor,1925,1000,2000,per day,2025-09-17,Good,1925.0
EQ047798,Cultivator,670,400,900,per day,2025-09-17,Needs Repair,469.0
EQ047799,Tractor,2000,1000,2000,per day,2025-09-17,Needs Repair,1400.0
EQ047800,Disc Harrow,598,500,1000,per day,2025-09-17,Good,598.0
EQ047801,Reaper,2218,1500,2500,per day,2025-09-17,Good,2218.0
EQ047802,Baler,2794,2000,3500,per day,2025-09-17,Good,2794.0
EQ047803,Seed Drill,628,400,900,per day,2025-09-17,Needs Repair,439.6
EQ047804,Sprayer,295,200,500,per day,2025-09-17,Needs Repair,206.5
EQ047805,Tractor,1810,1000,2000,per day,2025-09-17,Needs Repair,1267.0
EQ047806,Tractor,1334,1000,2000,per day,2025-09-17,Good,1334.0
EQ047807,Plough,473,300,800,per day,2025-09-17,Good,473.0
EQ047808,Plough,570,300,800,per day,2025-09-17,Good,570.0
EQ047809,Mulcher,1103,900,1600,per day,2025-09-17,Good,1103.0
EQ047810,Mulcher,1150,900,1600,per day,2025-09-17,Needs Repair,805.0
EQ047811,Rotavator,770,400,1000,per day,2025-09-17,Good,770.0
EQ047812,Rotavator,726,400,1000,per day,2025-09-17,Good,726.0
EQ047813,Sprayer,345,200,500,per day,2025-09-17,Good,345.0
EQ047814,Plough,576,300,800,per day,2025-09-17,Needs Repair,403.2
EQ047815,Power Tiller,962,500,1200,per day,2025-09-17,Needs Repair,673.4
EQ047816,Harvester,4116,3000,6000,per day,2025-09-17,Good,4116.0
EQ047817,Seed Drill,723,400,900,per day,2025-09-17,Good,723.0
EQ047818,Mulcher,1116,900,1600,per day,2025-09-17,Good,1116.0
EQ047819,Pumpset,579,300,800,per day,2025-09-17,Good,579.0
EQ047820,Weeder,476,250,600,per day,2025-09-17,Needs Repair,333.2
EQ047821,Weeder,412,250,600,per day,2025-09-17,Needs Repair,288.4
EQ047822,Seed Drill,603,400,900,per day,2025-09-17,Needs Repair,422.1
EQ047823,Sprayer,239,200,500,per day,2025-09-17,Needs Repair,167.3
EQ047824,Leveller,946,800,1500,per day,2025-09-17,Needs Repair,662.2
EQ047825,Seed Drill,641,400,900,per day,2025-09-17,Good,641.0
EQ047826,Mulcher,1097,900,1600,per day,2025-09-17,Needs Repair,767.9
EQ047827,Harvester,4182,3000,6000,per day,2025-09-17,Good,4182.0
EQ047828,Leveller,968,800,1500,per day,2025-09-17,Good,968.0
EQ047829,Baler,2477,2000,3500,per day,2025-09-17,Good,2477.0
EQ047830,Baler,2786,2000,3500,per day,2025-09-17,Good,2786.0
EQ047831,Weeder,323,250,600,per day,2025-09-17,Needs Repair,226.1
EQ047832,Cultivator,739,400,900,per day,2025-09-17,Good,739.0
EQ047833,Leveller,1031,800,1500,per day,2025-09-17,Good,1031.0
EQ047834,Sprayer,301,200,500,per day,2025-09-17,Good,301.0
EQ047835,Leveller,1150,800,1500,per day,2025-09-17,Needs Repair,805.0
EQ047836,Tractor,1636,1000,2000,per day,2025-09-17,Needs Repair,1145.2
EQ047837,Mulcher,1392,900,1600,per day,2025-09-17,Needs Repair,974.4
EQ047838,Weeder,418,250,600,per day,2025-09-17,Good,418.0
EQ047839,Weeder,331,250,600,per day,2025-09-17,Good,331.0
EQ047840,Disc Harrow,727,500,1000,per day,2025-09-17,Good,727.0
EQ047841,Mulcher,1142,900,1600,per day,2025-09-17,Needs Repair,799.4
EQ047842,Baler,2379,2000,3500,per day,2025-09-17,Needs Repair,1665.3
EQ047843,Baler,2605,2000,3500,per day,2025-09-17,Needs Repair,1823.5
EQ047844,Pumpset,485,300,800,per day,2025-09-17,Good,485.0
EQ047845,Pumpset,320,300,800,per day,2025-09-17,Needs Repair,224.0
EQ047846,Disc Harrow,511,500,1000,per day,2025-09-17,Good,511.0
EQ047847,Harvester,4004,3000,6000,per day,2025-09-17,Good,4004.0
EQ047848,Baler,2000,2000,3500,per day,2025-09-17,Needs Repair,1400.0
EQ047849,Mulcher,1192,900,1600,per day,2025-09-17,Good,1192.0
EQ047850,Sprayer,271,200,500,per day,2025-09-17,Needs Repair,189.7
EQ047851,Baler,2346,2000,3500,per day,2025-09-17,Good,2346.0
EQ047852,Mulcher,1059,900,1600,per day,2025-09-17,Good,1059.0
EQ047853,Rotavator,788,400,1000,per day,2025-09-17,Good,788.0
EQ047854,Mulcher,1178,900,1600,per day,2025-09-17,Good,1178.0
EQ047855,Harvester,4331,3000,6000,per day,2025-09-17,Needs Repair,3031.7
EQ047856,Plough,547,300,800,per day,2025-09-17,Good,547.0
EQ047857,Rotavator,430,400,1000,per day,2025-09-17,Good,430.0
EQ047858,Leveller,1032,800,1500,per day,2025-09-17,Good,1032.0
EQ047859,Leveller,1019,800,1500,per day,2025-09-17,Good,1019.0
EQ047860,Thresher,1006,600,1200,per day,2025-09-17,Good,1006.0
EQ047861,Cultivator,631,400,900,per day,2025-09-17,Good,631.0
EQ047862,Leveller,931,800,1500,per day,2025-09-17,Good,931.0
EQ047863,Harvester,3935,3000,6000,per day,2025-09-17,Good,3935.0
EQ047864,Baler,2435,2000,3500,per day,2025-09-17,Needs Repair,1704.5
EQ047865,Pumpset,654,300,800,per day,2025-09-17,Good,654.0
EQ047866,Harvester,4387,3000,6000,per day,2025-09-17,Needs Repair,3070.9
EQ047867,Weeder,451,250,600,per day,2025-09-17,Good,451.0
EQ047868,Thresher,889,600,1200,per day,2025-09-17,Good,889.0
EQ047869,Weeder,449,250,600,per day,2025-09-17,Needs Repair,314.3
EQ047870,Baler,2910,2000,3500,per day,2025-09-17,Good,2910.0
EQ047871,Tractor,1611,1000,2000,per day,2025-09-17,Good,1611.0
EQ047872,Weeder,297,250,600,per day,2025-09-17,Good,297.0
EQ047873,Seed Drill,666,400,900,per day,2025-09-17,Needs Repair,466.2
EQ047874,Leveller,1017,800,1500,per day,2025-09-17,Good,1017.0
EQ047875,Reaper,2025,1500,2500,per day,2025-09-17,Good,2025.0
EQ047876,Rotavator,722,400,1000,per day,2025-09-17,Good,722.0
EQ047877,Weeder,440,250,600,per day,2025-09-17,Good,440.0
EQ047878,Harvester,3786,3000,6000,per day,2025-09-17,Needs Repair,2650.2
EQ047879,Baler,2085,2000,3500,per day,2025-09-17,Needs Repair,1459.5
EQ047880,Pumpset,509,300,800,per day,2025-09-17,Good,509.0
EQ047881,Disc Harrow,711,500,1000,per day,2025-09-17,Good,711.0
EQ047882,Mulcher,1051,900,1600,per day,2025-09-17,Good,1051.0
EQ047883,Pumpset,497,300,800,per day,2025-09-17,Good,497.0
EQ047884,Plough,536,300,800,per day,2025-09-17,Needs Repair,375.2
EQ047885,Weeder,419,250,600,per day,2025-09-17,Good,419.0
EQ047886,Pumpset,457,300,800,per day,2025-09-17,Needs Repair,319.9
EQ047887,Sprayer,200,200,500,per day,2025-09-17,Good,200.0
EQ047888,Reaper,1852,1500,2500,per day,2025-09-17,Needs Repair,1296.4
EQ047889,Mulcher,1035,900,1600,per day,2025-09-17,Good,1035.0
EQ047890,Plough,422,300,800,per day,2025-09-17,Needs Repair,295.4
EQ047891,Pumpset,587,300,800,per day,2025-09-17,Good,587.0
EQ047892,Leveller,1031,800,1500,per day,2025-09-17,Good,1031.0
EQ047893,Pumpset,480,300,800,per day,2025-09-17,Needs Repair,336.0
EQ047894,Sprayer,276,200,500,per day,2025-09-17,Needs Repair,193.2
EQ047895,Plough,490,300,800,per day,2025-09-17,Good,490.0
EQ047896,Mulcher,1006,900,1600,per day,2025-09-17,Good,1006.0
EQ047897,Reaper,2189,1500,2500,per day,2025-09-17,Good,2189.0
EQ047898,Seed Drill,583,400,900,per day,2025-09-17,Needs Repair,408.1
EQ047899,Disc Harrow,634,500,1000,per day,2025-09-17,Good,634.0
EQ047900,Leveller,1020,800,1500,per day,2025-09-17,Good,1020.0
EQ047901,Tractor,1622,1000,2000,per day,2025-09-17,Needs Repair,1135.4
EQ047902,Rotavator,1000,400,1000,per day,2025-09-17,Good,1000.0
EQ047903,Cultivator,514,400,900,per day,2025-09-17,Good,514.0
EQ047904,Baler,2680,2000,3500,per day,2025-09-17,Good,2680.0
EQ047905,Pumpset,475,300,800,per day,2025-09-17,Needs Repair,332.5
EQ047906,Reaper,1853,1500,2500,per day,2025-09-17,Good,1853.0
EQ047907,Seed Drill,705,400,900,per day,2025-09-17,Good,705.0
EQ047908,Power Tiller,517,500,1200,per day,2025-09-17,Good,517.0
EQ047909,Plough,529,300,800,per day,2025-09-17,Good,529.0
EQ047910,Rotavator,723,400,1000,per day,2025-09-17,Good,723.0
EQ047911,Plough,576,300,800,per day,2025-09-17,Good,576.0
EQ047912,Pumpset,548,300,800,per day,2025-09-17,Needs Repair,383.6
EQ047913,Leveller,1014,800,1500,per day,2025-09-17,Good,1014.0
EQ047914,Reaper,1786,1500,2500,per day,2025-09-17,Good,1786.0
EQ047915,Thresher,875,600,1200,per day,2025-09-17,Good,875.0
EQ047916,Seed Drill,606,400,900,per day,2025-09-17,Good,606.0
EQ047917,Plough,597,300,800,per day,2025-09-17,Good,597.0
EQ047918,Cultivator,655,400,900,per day,2025-09-17,Needs Repair,458.5
EQ047919,Leveller,808,800,1500,per day,2025-09-17,Good,808.0
EQ047920,Cultivator,659,400,900,per day,2025-09-17,Good,659.0
EQ047921,Disc Harrow,688,500,1000,per day,2025-09-17,Good,688.0
EQ047922,Reaper,1734,1500,2500,per day,2025-09-17,Good,1734.0
EQ047923,Leveller,1125,800,1500,per day,2025-09-17,Good,1125.0
EQ047924,Leveller,1062,800,1500,per day,2025-09-17,Good,1062.0
EQ047925,Disc Harrow,611,500,1000,per day,2025-09-17,Good,611.0
EQ047926,Cultivator,646,400,900,per day,2025-09-17,Needs Repair,452.2
EQ047927,Seed Drill,654,400,900,per day,2025-09-17,Needs Repair,457.8
EQ047928,Disc Harrow,736,500,1000,per day,2025-09-17,Good,736.0
EQ047929,Harvester,4490,3000,6000,per day,2025-09-17,Good,4490.0
EQ047930,Plough,356,300,800,per day,2025-09-17,Needs Repair,249.2
EQ047931,Seed Drill,624,400,900,per day,2025-09-17,Good,624.0
EQ047932,Disc Harrow,567,500,1000,per day,2025-09-17,Good,567.0
EQ047933,Tractor,1869,1000,2000,per day,2025-09-17,Good,1869.0
EQ047934,Harvester,4447,3000,6000,per day,2025-09-17,Good,4447.0
EQ047935,Tractor,1580,1000,2000,per day,2025-09-17,Good,1580.0
EQ047936,Weeder,271,250,600,per day,2025-09-17,Good,271.0
EQ047937,Seed Drill,829,400,900,per day,2025-09-17,Good,829.0
EQ047938,Thresher,853,600,1200,per day,2025-09-17,Needs Repair,597.1
EQ047939,Pumpset,431,300,800,per day,2025-09-17,Good,431.0
EQ047940,Plough,431,300,800,per day,2025-09-17,Good,431.0
EQ047941,Mulcher,1103,900,1600,per day,2025-09-17,Good,1103.0
EQ047942,Sprayer,262,200,500,per day,2025-09-17,Good,262.0
EQ047943,Pumpset,499,300,800,per day,2025-09-17,Good,499.0
EQ047944,Reaper,2089,1500,2500,per day,2025-09-17,Good,2089.0
EQ047945,Thresher,955,600,1200,per day,2025-09-17,Good,955.0
EQ047946,Thresher,886,600,1200,per day,2025-09-17,Good,886.0
EQ047947,Plough,544,300,800,per day,2025-09-17,Needs Repair,380.8
EQ047948,Baler,2527,2000,3500,per day,2025-09-17,Good,2527.0
EQ047949,Harvester,4713,3000,6000,per day,2025-09-17,Good,4713.0
EQ047950,Power Tiller,793,500,1200,per day,2025-09-17,Needs Repair,555.1
EQ047951,Sprayer,308,200,500,per day,2025-09-17,Needs Repair,215.6
EQ047952,Cultivator,480,400,900,per day,2025-09-17,Needs Repair,336.0
EQ047953,Thresher,974,600,1200,per day,2025-09-17,Needs Repair,681.8
EQ047954,Reaper,2048,1500,2500,per day,2025-09-17,Good,2048.0
EQ047955,Mulcher,1073,900,1600,per day,2025-09-17,Good,1073.0
EQ047956,Weeder,327,250,600,per day,2025-09-17,Needs Repair,228.9
EQ047957,Sprayer,336,200,500,per day,2025-09-17,Good,336.0
EQ047958,Cultivator,622,400,900,per day,2025-09-17,Good,622.0
EQ047959,Leveller,925,800,1500,per day,2025-09-17,Good,925.0
EQ047960,Sprayer,315,200,500,per day,2025-09-17,Good,315.0
EQ047961,Reaper,1973,1500,2500,per day,2025-09-17,Good,1973.0
EQ047962,Mulcher,1354,900,1600,per day,2025-09-17,Good,1354.0
EQ047963,Leveller,853,800,1500,per day,2025-09-17,Good,853.0
EQ047964,Plough,469,300,800,per day,2025-09-17,Needs Repair,328.3
EQ047965,Tractor,1898,1000,2000,per day,2025-09-17,Needs Repair,1328.6
EQ047966,Disc Harrow,621,500,1000,per day,2025-09-17,Good,621.0
EQ047967,Mulcher,1220,900,1600,per day,2025-09-17,Good,1220.0
EQ047968,Tractor,1750,1000,2000,per day,2025-09-17,Good,1750.0
EQ047969,Cultivator,624,400,900,per day,2025-09-17,Good,624.0
EQ047970,Baler,2338,2000,3500,per day,2025-09-17,Good,2338.0
EQ047971,Baler,2816,2000,3500,per day,2025-09-17,Good,2816.0
EQ047972,Harvester,4403,3000,6000,per day,2025-09-17,Good,4403.0
EQ047973,Tractor,1867,1000,2000,per day,2025-09-17,Good,1867.0
EQ047974,Weeder,315,250,600,per day,2025-09-17,Good,315.0
EQ047975,Sprayer,297,200,500,per day,2025-09-17,Needs Repair,207.9
EQ047976,Reaper,1945,1500,2500,per day,2025-09-17,Good,1945.0
EQ047977,Disc Harrow,582,500,1000,per day,2025-09-17,Good,582.0
EQ047978,Reaper,2119,1500,2500,per day,2025-09-17,Needs Repair,1483.3
EQ047979,Weeder,410,250,600,per day,2025-09-17,Needs Repair,287.0
EQ047980,Baler,2590,2000,3500,per day,2025-09-17,Good,2590.0
EQ047981,Plough,429,300,800,per day,2025-09-17,Good,429.0
EQ047982,Baler,2489,2000,3500,per day,2025-09-17,Good,2489.0
EQ047983,Power Tiller,739,500,1200,per day,2025-09-17,Good,739.0
EQ047984,Sprayer,297,200,500,per day,2025-09-17,Good,297.0
EQ047985,Mulcher,1158,900,1600,per day,2025-09-17,Good,1158.0
EQ047986,Sprayer,280,200,500,per day,2025-09-17,Needs Repair,196.0
EQ047987,Mulcher,1353,900,1600,per day,2025-09-17,Good,1353.0
EQ047988,Cultivator,621,400,900,per day,2025-09-17,Needs Repair,434.7
EQ047989,Power Tiller,744,500,1200,per day,2025-09-17,Good,744.0
EQ047990,Tractor,2000,1000,2000,per day,2025-09-17,Good,2000.0
EQ047991,Tractor,1735,1000,2000,per day,2025-09-17,Good,1735.0
EQ047992,Sprayer,316,200,500,per day,2025-09-17,Good,316.0
EQ047993,Rotavator,561,400,1000,per day,2025-09-17,Good,561.0
EQ047994,Leveller,1146,800,1500,per day,2025-09-17,Good,1146.0
EQ047995,Harvester,4879,3000,6000,per day,2025-09-17,Good,4879.0
EQ047996,Pumpset,576,300,800,per day,2025-09-17,Good,576.0
EQ047997,Disc Harrow,601,500,1000,per day,2025-09-17,Good,601.0
EQ047998,Harvester,4704,3000,6000,per day,2025-09-17,Good,4704.0
EQ047999,Weeder,370,250,600,per day,2025-09-17,Good,370.0
EQ048000,Mulcher,1238,900,1600,per day,2025-09-17,Good,1238.0
EQ048001,Reaper,1813,1500,2500,per day,2025-09-17,Good,1813.0
EQ048002,Seed Drill,722,400,900,per day,2025-09-17,Good,722.0
EQ048003,Seed Drill,607,400,900,per day,2025-09-17,Good,607.0
EQ048004,Sprayer,205,200,500,per day,2025-09-17,Good,205.0
EQ048005,Plough,516,300,800,per day,2025-09-17,Needs Repair,361.2
EQ048006,Mulcher,1120,900,1600,per day,2025-09-17,Good,1120.0
EQ048007,Reaper,2015,1500,2500,per day,2025-09-17,Good,2015.0
EQ048008,Seed Drill,674,400,900,per day,2025-09-17,Good,674.0
EQ048009,Reaper,1664,1500,2500,per day,2025-09-17,Needs Repair,1164.8
EQ048010,Weeder,439,250,600,per day,2025-09-17,Good,439.0
EQ048011,Baler,2669,2000,3500,per day,2025-09-17,Good,2669.0
EQ048012,Pumpset,432,300,800,per day,2025-09-17,Needs Repair,302.4
EQ048013,Plough,454,300,800,per day,2025-09-17,Good,454.0
EQ048014,Weeder,430,250,600,per day,2025-09-17,Good,430.0
EQ048015,Tractor,1961,1000,2000,per day,2025-09-17,Good,1961.0
EQ048016,Weeder,353,250,600,per day,2025-09-17,Good,353.0
EQ048017,Baler,2893,2000,3500,per day,2025-09-17,Good,2893.0
EQ048018,Pumpset,377,300,800,per day,2025-09-17,Good,377.0
EQ048019,Pumpset,617,300,800,per day,2025-09-17,Good,617.0
EQ048020,Weeder,328,250,600,per day,2025-09-17,Good,328.0
EQ048021,Pumpset,591,300,800,per day,2025-09-17,Needs Repair,413.7
EQ048022,Mulcher,1155,900,1600,per day,2025-09-17,Needs Repair,808.5
EQ048023,Weeder,508,250,600,per day,2025-09-17,Good,508.0
EQ048024,Weeder,377,250,600,per day,2025-09-17,Good,377.0
EQ048025,Power Tiller,959,500,1200,per day,2025-09-17,Needs Repair,671.3
EQ048026,Reaper,2067,1500,2500,per day,2025-09-17,Good,2067.0
EQ048027,Harvester,4761,3000,6000,per day,2025-09-17,Needs Repair,3332.7
EQ048028,Pumpset,526,300,800,per day,2025-09-17,Good,526.0
EQ048029,Reaper,2104,1500,2500,per day,2025-09-17,Needs Repair,1472.8
EQ048030,Mulcher,1300,900,1600,per day,2025-09-17,Good,1300.0
EQ048031,Reaper,1883,1500,2500,per day,2025-09-17,Good,1883.0
EQ048032,Harvester,5446,3000,6000,per day,2025-09-17,Good,5446.0
EQ048033,Seed Drill,519,400,900,per day,2025-09-17,Good,519.0
EQ048034,Power Tiller,793,500,1200,per day,2025-09-17,Needs Repair,555.1
EQ048035,Plough,471,300,800,per day,2025-09-17,Needs Repair,329.7
EQ048036,Leveller,1017,800,1500,per day,2025-09-17,Needs Repair,711.9
EQ048037,Cultivator,544,400,900,per day,2025-09-17,Good,544.0
EQ048038,Mulcher,1066,900,1600,per day,2025-09-17,Needs Repair,746.2
EQ048039,Tractor,1774,1000,2000,per day,2025-09-17,Good,1774.0
EQ048040,Disc Harrow,754,500,1000,per day,2025-09-17,Needs Repair,527.8
EQ048041,Tractor,1744,1000,2000,per day,2025-09-17,Good,1744.0
EQ048042,Mulcher,991,900,1600,per day,2025-09-17,Good,991.0
EQ048043,Tractor,1889,1000,2000,per day,2025-09-17,Needs Repair,1322.3
EQ048044,Cultivator,570,400,900,per day,2025-09-17,Needs Repair,399.0
EQ048045,Harvester,4113,3000,6000,per day,2025-09-17,Needs Repair,2879.1
EQ048046,Disc Harrow,630,500,1000,per day,2025-09-17,Good,630.0
EQ048047,Reaper,1949,1500,2500,per day,2025-09-17,Needs Repair,1364.3
EQ048048,Baler,2599,2000,3500,per day,2025-09-17,Good,2599.0
EQ048049,Sprayer,413,200,500,per day,2025-09-17,Good,413.0
EQ048050,Seed Drill,659,400,900,per day,2025-09-17,Good,659.0
EQ048051,Reaper,2000,1500,2500,per day,2025-09-17,Needs Repair,1400.0
EQ048052,Pumpset,477,300,800,per day,2025-09-17,Good,477.0
EQ048053,Harvester,4881,3000,6000,per day,2025-09-17,Good,4881.0
EQ048054,Cultivator,597,400,900,per day,2025-09-17,Good,597.0
EQ048055,Disc Harrow,829,500,1000,per day,2025-09-17,Needs Repair,580.3
EQ048056,Mulcher,1340,900,1600,per day,2025-09-17,Good,1340.0
EQ048057,Weeder,321,250,600,per day,2025-09-17,Good,321.0
EQ048058,Power Tiller,664,500,1200,per day,2025-09-17,Good,664.0
EQ048059,Pumpset,563,300,800,per day,2025-09-17,Good,563.0
